Generation Model,Question Index,Question,Original Chunk,Chunks Retrieved,Generated Answer,Reference Answer,Generation Prompt Used,Encoding Used
Qwen/Qwen3-1.7B,35,"If I waive my right to reimbursement from another organization, can I still receive reimbursement under this regulation, or am I considered to be covered by the other organization?",Chunk_16,chunk_17; chunk_16; chunk_60; chunk_34; chunk_19; chunk_7; chunk_40; chunk_11; chunk_15; chunk_33,"According to the context provided, if you waive your right to reimbursement from another organization, you are **not considered to be covered by that organization**. The context states that a waiver must be declared in writing or electronically, and that the traveler shall only be entitled to reimbursement under this Act to the extent that no other body provides reimbursement for the same trip. This means that if you have waived your claim against another organization, you are not entitled to reimbursement from that organization, and you are not considered to be covered by it.","For official trips undertaken for a secondary activity, which is performed at the request, suggestion, or instigation of the competent authority, travelers shall only be entitled to reimbursement under this Act to the extent that no other body provides reimbursement for the same trip. This applies even if the traveler has waived his or her claim against that body.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-1.7B,36,"If I choose not to seek payment from a different entity, does that affect my eligibility for reimbursement under these rules, or would that other entity be considered my primary coverage?",Chunk_16,chunk_16; chunk_60; chunk_40; chunk_7; chunk_41; chunk_19; chunk_58; chunk_17; chunk_37; chunk_34,"If you choose not to seek payment from a different entity, it does not affect your eligibility for reimbursement under these rules. The context states that travelers are entitled to reimbursement under this Act to the extent that no other body provides reimbursement for the same trip. This means that even if you waive your claim against that body, you are still eligible for reimbursement under the State Travel Expense Act, provided no other entity has already reimbursed you for the same trip. The other entity would be considered your primary coverage, as the provision explicitly states that reimbursement is only provided to the extent no other body provides it.","For official trips undertaken for a secondary activity, which is performed at the request, suggestion, or instigation of the competent authority, travelers shall only be entitled to reimbursement under this Act to the extent that no other body provides reimbursement for the same trip. This applies even if the traveler has waived his or her claim against that body.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-1.7B,37,Can I partially waive my travel expense reimbursement?,Chunk_17,chunk_17; chunk_16; chunk_40; chunk_34; chunk_39; chunk_37; chunk_14; chunk_11; chunk_32; chunk_33,"Yes, according to the context provided, the traveler may **partially waive** their travel expense reimbursement and **such a waiver must be declared in writing or electronically**. The context explicitly states:  
> ""Such a waiver must be declared in writing or electronically.""  
> ""Reimbursement of travel expenses and expenses incurred may be waived in whole or in part. Such a waiver must be declared in writing or electronically.""",The traveler may waive all or part of the travel expense reimbursement and reimbursement of expenses.,v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-1.7B,38,Are you able to accept less than the full amount for your travel costs?,Chunk_17,chunk_32; chunk_36; chunk_17; chunk_37; chunk_16; chunk_18; chunk_31; chunk_20; chunk_11; chunk_60,"Yes, according to the context provided, the traveler may waive all or part of the travel expense reimbursement and reimbursement of expenses, and such a waiver must be declared in writing or electronically. This indicates that the traveler is allowed to accept less than the full amount for their travel costs, provided that the waiver is formally documented.",The traveler may waive all or part of the travel expense reimbursement and reimbursement of expenses.,v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-1.7B,39,Will I be refunded for costs related to using regular public transport?,Chunk_18,chunk_18; chunk_20; chunk_13; chunk_42; chunk_4; chunk_21; chunk_19; chunk_69; chunk_16; chunk_40,"Yes, costs related to using regular public transport shall be reimbursed up to the cost of the lowest travel class. The highest competent authority or its authorized subordinate authority may permit exceptions for its area of responsibility.",Necessary costs incurred for journeys using regularly scheduled public transport shall be reimbursed up to the cost of the lowest travel class.,v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-1.7B,40,Are expenses for typical public transportation reimbursable?,Chunk_18,chunk_20; chunk_13; chunk_18; chunk_19; chunk_11; chunk_42; chunk_33; chunk_36; chunk_41; chunk_40,"Yes, expenses for typical public transportation are reimbursable. According to the context, necessary costs incurred for journeys using regularly scheduled public transport shall be reimbursed up to the cost of the lowest travel class.",Necessary costs incurred for journeys using regularly scheduled public transport shall be reimbursed up to the cost of the lowest travel class.,v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-1.7B,41,What are the circumstances in which reimbursement for a higher class of travel is permitted?,Chunk_19,chunk_19; chunk_11; chunk_36; chunk_31; chunk_13; chunk_20; chunk_60; chunk_16; chunk_18; chunk_37,"Reimbursement for a higher class of travel is permitted under the following circumstances:

1. **Disability Degree of at Least 10%**: If an official traveler has a disability degree of at least 10%, and is to be reimbursed for travel or flight costs of the lowest class, the expenses for the next higher class shall be reimbursed.

2. **Physical or Health Condition Justifying the Use of a Higher Class**: The same concession may be granted to other official travelers if their physical or health condition justifies the use of a higher class.

3. **Special Cases with Consent**: For trips for the purpose of education or training that are partially in the official interest, costs incurred up to the amount of the travel expense reimbursement to which one is entitled for official trips may be reimbursed with the consent of the highest competent authority or its authorized authority. For officials mentioned in §, expenses may only be reimbursed up to 10%.

4. **Car-Sharing Models**: If a vehicle used within a car-sharing model, no reduction of the membership fee occurs due to possible private usage.

5. **Complimentary Transport**: Travel costs will not be reimbursed if a complimentary mode of transport is available.

6. **Rental Car or Taxi**: If a rental car or taxi is used for a compelling reason, the necessary costs incurred shall be reimbursed. If no compelling reason exists, no higher travel expense reimbursement may be granted than when using public transport.","If official travelers have a disability degree of at least 50 percent, the expenses for the next higher class shall be reimbursed. The same concession may be granted to other official travelers if their physical or health condition justifies the use of this class.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-1.7B,42,Could you please explain the situations that allow for approval of travel expenses beyond standard class?,Chunk_19,chunk_8; chunk_36; chunk_60; chunk_19; chunk_6; chunk_11; chunk_31; chunk_9; chunk_10; chunk_37,"According to the context provided, the approval of travel expenses beyond the standard class is allowed under specific circumstances. These situations are outlined in the following points:

1. **Disability**: If an official traveler has a disability degree of at least 10%, the expenses for the next higher class may be reimbursed. This applies to official travelers who are to be reimbursed for travel or flight costs of the lowest class.

2. **Special Official Reasons**: The highest competent authority may approve reimbursement beyond the standard class if there are special official reasons. This includes situations where the physical or health condition of the official justifies the use of a higher class.

3. **Special Cases**: In special cases, such as when an official trip is combined with a vacation or another private trip, the travel expense reimbursement is calculated as if only the official trip were undertaken. This allows for reimbursement beyond the standard class in such circumstances.

In summary, the approval of travel expenses beyond the standard class is permitted under specific conditions, including disability, special official reasons, and combined trips with other private activities.","If official travelers have a disability degree of at least 50 percent, the expenses for the next higher class shall be reimbursed. The same concession may be granted to other official travelers if their physical or health condition justifies the use of this class.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-1.7B,43,Is the cost of a rental car or taxi reimbursed?,Chunk_20,chunk_20; chunk_18; chunk_13; chunk_11; chunk_42; chunk_33; chunk_12; chunk_40; chunk_36; chunk_31,"Yes, the cost of a rental car or taxi is reimbursed if there is a compelling reason. If no compelling reason exists, no higher travel expense reimbursement may be granted than when using public transport.","If, for a compelling reason, a rental car or taxi is used, the necessary costs incurred shall be reimbursed. If no compelling reason exists, no higher travel expense reimbursement may be granted than when using public transport.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-1.7B,44,Are rental car or taxi expenses covered?,Chunk_20,chunk_20; chunk_18; chunk_13; chunk_40; chunk_29; chunk_33; chunk_69; chunk_41; chunk_42; chunk_21,"Yes, rental car or taxi expenses are covered. If a rental car or taxi is used for a compelling reason, the necessary costs incurred shall be reimbursed. If no compelling reason exists, no higher travel expense reimbursement may be granted than when using public transport.","If, for a compelling reason, a rental car or taxi is used, the necessary costs incurred shall be reimbursed. If no compelling reason exists, no higher travel expense reimbursement may be granted than when using public transport.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-1.7B,45,How much is the surcharge of mileage allowance in case of difficult roads?,Chunk_23,chunk_23; chunk_22; chunk_69; chunk_12; chunk_20; chunk_18; chunk_2; chunk_13; chunk_4; chunk_64,"The surcharge for the mileage allowance in the case of journeys on unpaved roads or difficult-to-drive field or forest tracks, which are regularly required due to the nature of the official business, amounts to **10 cents per kilometer**.",The surcharge amounts to 5 cents per kilometer.,v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-1.7B,46,Could you please clarify the extra cost added to mileage reimbursement when driving on challenging roads?,Chunk_23,chunk_23; chunk_22; chunk_69; chunk_12; chunk_20; chunk_13; chunk_37; chunk_2; chunk_7; chunk_4,"Yes, the extra cost added to the mileage reimbursement when driving on challenging roads is  **cents per kilometer**. This surcharge is granted under the State Travel Expense Act (LRKG) § Mileage Allowance, provided that the highest competent authority has given consent. It applies to journeys on unpaved roads or difficult-to-drive field or forest tracks that are regularly required due to the nature of the official business.",The surcharge amounts to 5 cents per kilometer.,v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-1.7B,47,How much euros is the per diem allowance for a full calendar day of an official trip?,Chunk_24,chunk_24; chunk_27; chunk_48; chunk_26; chunk_25; chunk_28; chunk_35; chunk_57; chunk_46; chunk_4,The per diem allowance for a full calendar day of an official trip is **€100**.,"For each full calendar day of an official trip, a per diem allowance of 24 euros is granted to compensate for additional expenses for meals.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-1.7B,48,"What is the daily allowance amount, in euros, for official travel covering a complete 24-hour period?",Chunk_24,chunk_24; chunk_28; chunk_57; chunk_8; chunk_4; chunk_55; chunk_65; chunk_69; chunk_1; chunk_70,"The daily allowance amount for official travel covering a complete 24-hour period is **G euros**. This is specified in the context under the ""State Travel Expense Act (LRKG) § C Per Diem Allowance"" section.","For each full calendar day of an official trip, a per diem allowance of 24 euros is granted to compensate for additional expenses for meals.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-1.7B,49,"In case of an official trip lasting less than one full calendar day, how much is the per diem allowance?",Chunk_24,chunk_24; chunk_48; chunk_25; chunk_26; chunk_27; chunk_46; chunk_35; chunk_70; chunk_30; chunk_45,"In case of an official trip lasting less than one full calendar day, the per diem allowance is **G euros** for a duration of more than **6 hours** and **E euros** for a duration of more than **12 hours**.","For an official trip lasting less than one full calendar day, on the day of departure and the day of return of a multi-day trip, the per diem allowance shall be: 6 euros for a duration of more than 8 hours, and 12 euros for a duration of more than 14 hours.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-1.7B,50,What is the daily expense rate for business travel that doesn't span a complete 24-hour period?,Chunk_24,chunk_5; chunk_2; chunk_30; chunk_55; chunk_8; chunk_3; chunk_18; chunk_4; chunk_27; chunk_7,"The daily expense rate for business travel that doesn't span a complete 24-hour period is not explicitly stated in the provided context. However, based on the context, the per diem allowance for official trips is adjusted to align with tax regulations, and it includes a percentage of the per diem for breakfast and percentages for lunch and dinner for a full calendar day. This suggests that the daily expense rate is calculated based on the per diem allowance, which is adjusted to account for meals and other expenses. The exact daily rate is not specified, but it is tied to the per diem structure and tax considerations.","For an official trip lasting less than one full calendar day, on the day of departure and the day of return of a multi-day trip, the per diem allowance shall be: 6 euros for a duration of more than 8 hours, and 12 euros for a duration of more than 14 hours.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-1.7B,51,How is the duration of the official trip determined?,Chunk_25,chunk_25; chunk_47; chunk_12; chunk_38; chunk_8; chunk_43; chunk_30; chunk_70; chunk_46; chunk_9,"The duration of the official trip is determined from the time of departure from and arrival at the residence, unless the trip begins or ends at the official premises or the beginning and/or end has been ordered at the official premises. In the case of several residences or accommodations, the one nearest to the official premises shall be decisive.","The duration of the official trip is determined from the time of departure from and arrival at the residence, unless the trip begins or ends at the official premises, or the beginning and/or end has been ordered at the official premises.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-1.7B,52,What factors decide how long the business travel will last?,Chunk_25,chunk_30; chunk_8; chunk_25; chunk_55; chunk_47; chunk_2; chunk_65; chunk_48; chunk_61; chunk_38,"The duration of business travel is determined by several factors as outlined in the context:

1. **Length of Stay at the Business Location**: If the stay at the same external business location lasts longer than seven days, from the eighth day onward, the reimbursement follows the provisions of a secondment. All days between the day of arrival and the day of departure are counted as days of stay.

2. **Official Trips and Errands**: The determination of the duration of an official trip is based on the time of departure from and arrival at the residence, unless the trip begins or ends at the official premises or the beginning and/or end has been ordered at the official premises. For multiple residences or accommodations, the one nearest to the official premises is decisive.

3. **Travel Context**: The duration of an official trip is determined from the time of departure from and arrival at the residence, unless the trip begins or ends at the official premises. For air travel, a country is deemed reached at the time the airplane lands there. Stopovers are disregarded unless they necessitate an overnight stay. For sea travel, the same applies.

4. **Special Cases**: If the official trip is ordered or approved to commence or conclude at a vacation location, the reimbursement is calculated based on the departure from or arrival at that location, contrary to the general rule.","The duration of the official trip is determined from the time of departure from and arrival at the residence, unless the trip begins or ends at the official premises, or the beginning and/or end has been ordered at the official premises.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-1.7B,53,Am I entitled to a per diem allowance when going on an official errand?,Chunk_26,chunk_26; chunk_24; chunk_35; chunk_46; chunk_9; chunk_27; chunk_25; chunk_7; chunk_45; chunk_8,"No, you are not entitled to a per diem allowance when going on an official errand. According to the context, there is no entitlement to a per diem allowance for official errands.","For official errands, there is no entitlement to a per diem allowance.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-1.7B,54,Are employees reimbursed for expenses incurred while completing work-related tasks away from their usual work location?,Chunk_26,chunk_7; chunk_33; chunk_40; chunk_8; chunk_9; chunk_30; chunk_12; chunk_16; chunk_41; chunk_11,"Yes, employees are reimbursed for expenses incurred while completing work-related tasks away from their usual work location. The context explicitly states that travel expense reimbursement includes reimbursement of travel and flight costs, mileage allowance, per diem allowance for official trips, necessary additional expenses on official errands, accommodation allowance, and reimbursement of other costs. It also specifies that necessary expenses incurred for the conduct of official business that are not reimbursable under §§  to U shall be reimbursed as incidental expenses. Furthermore, the context mentions that official trips include journeys from a temporary residence to the place of work, and that reimbursement for such trips is based on the distance from or to the residence, unless the official premises are designated as the starting and/or ending point.","For official errands, there is no entitlement to a per diem allowance.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-1.7B,55,Under what condition can an official errand be covered by per diem allowance?,Chunk_26,chunk_26; chunk_35; chunk_24; chunk_46; chunk_9; chunk_25; chunk_27; chunk_7; chunk_45; chunk_48,"An official errand can be covered by per diem allowance if it is an official journey undertaken to conduct official business at the place of work or residence outside the official premises, and it has been ordered or approved by the responsible superior. The place of residence is deemed equivalent to a temporary residence.","For errands lasting more than eight hours, the necessary documented expenses for meals shall be reimbursed up to the amount of the per diem allowance applicable for an official trip.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-1.7B,56,When is per diem authorized for official travel?,Chunk_26,chunk_46; chunk_25; chunk_26; chunk_35; chunk_45; chunk_48; chunk_27; chunk_24; chunk_7; chunk_8,"Per diem allowance is authorized for official travel based on the following criteria:

1. **Time of Arrival**: The per diem and accommodation allowance shall be granted for the country that the official traveler last reaches before midnight local time. If, during an official trip abroad, the domestic territory is reached last before midnight, foreign per diem shall be granted for the country of the last business location abroad.

2. **Duration of the Trip**: The duration of the official trip is determined from the time of departure from and arrival at the residence, unless the trip begins or ends at the official premises or the beginning and/or end has been ordered at the official premises. For several residences or accommodations, the one nearest to the official premises shall be decisive.

3. **Errands**: For official errands, there is no entitlement to a per diem allowance according to paragraph. For errands lasting more than eight hours, the necessary documented expenses for meals shall be reimbursed up to the amount of the per diem allowance applicable for an official trip.

4. **Special Cases**: For official trips on the occasion of a transfer, secondment, or termination of a secondment, the per diem allowance (§ G) is granted for the period until arrival at the new place of work. The per diem is granted until the end of the day of arrival, if from the following day onward a separation allowance for staying away is received; in addition, an accommodation allowance (§ ) is granted.

5. **Foreign Per Diem**: Per diem and accommodation allowances abroad shall be granted in accordance with the provisions of the current version of §  of the Federal Foreign Travel Expense Regulation (ARV) and the general administrative regulation on the determination of foreign per diem and accommodation allowances (ARVVwV).

6. **Extended Stay**: If the stay at the same foreign business location (excluding departure and return days) lasts longer than 7 days, the foreign per diem according to paragraph shall be reduced by 10% from the 8th day onward. The highest competent authority or its authorized subordinate authority may, in justified cases, waive the reduction. Instead of the lump sum accommodation allowance, from the 8th day onward, the necessary documented accommodation costs shall be reimbursed.

7. **Complimentary Meals**: If official travelers receive complimentary meals in the course of their official duties, 10% of the per diem for breakfast and 10% each for lunch and dinner for a full calendar day shall be withheld from the entitled per diem. The same applies if meals are provided by a third party and the charge for them is included in the reimbursable travel, flight, accommodation, or incidental expenses. The percentages in sentences and shall also apply if the official traveler does not avail himself of the complimentary meals without a compelling reason.

8. **Per Diem Allowance for Official Trips**: For each full calendar day of an official trip, a per diem allowance of 100 euros is granted to compensate for additional expenses for meals. For an official trip lasting less than one full calendar day, on the day of departure and the day of return of a multi-day trip, the per diem allowance shall be: 100 euros for a duration of more than 8 hours, and 100 euros for a duration of more than 12 hours.","For errands lasting more than eight hours, the necessary documented expenses for meals shall be reimbursed up to the amount of the per diem allowance applicable for an official trip.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-1.7B,57,What determines eligibility for per diem reimbursement on work-related trips?,Chunk_26,chunk_7; chunk_35; chunk_26; chunk_27; chunk_25; chunk_24; chunk_45; chunk_31; chunk_48; chunk_46,"The eligibility for per diem reimbursement on work-related trips is determined by the following factors:

1. **Type of Trip**: Per diem allowances are typically granted for official trips, such as business meetings, conferences, or other work-related activities.

2. **Duration of the Trip**: The duration of the official trip is determined from the time of departure from and arrival at the residence, unless the trip begins or ends at the official premises or the beginning and/or end has been ordered at the official premises. For trips with multiple residences or accommodations, the one nearest to the official premises is decisive.

3. **Length of the Trip**: For each full calendar day of an official trip, a per diem allowance of **€25** is granted. For trips lasting less than one full calendar day, the per diem allowance is adjusted based on the duration:

   - **More than 8 hours**: The per diem allowance is granted for the day of departure and the day of return.
   - **More than 4 hours**: The per diem allowance is granted for the day of departure and the day of return.

4. **Complimentary Meals**: If official travelers receive complimentary meals in the course of their official duties, **10% of the per diem** for breakfast and **20% each for lunch and dinner** for a full calendar day shall be withheld from the entitled per diem. This applies if meals are provided by a third party and the charge is included in the reimbursable travel, flight, accommodation, or incidental expenses.

5. **Special Cases**: For official trips on the occasion of a transfer, secondment, or termination of a secondment, the per diem allowance is granted for the period until arrival at the new place of work. If a separation allowance is received from the following day onward, an accommodation allowance is also granted.","For errands lasting more than eight hours, the necessary documented expenses for meals shall be reimbursed up to the amount of the per diem allowance applicable for an official trip.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-1.7B,58,What are the rules regarding per diem and official business?,Chunk_26,chunk_26; chunk_27; chunk_25; chunk_46; chunk_48; chunk_35; chunk_7; chunk_24; chunk_45; chunk_8,"The rules regarding per diem and official business are outlined in the State Travel Expense Act (LRKG) and include the following key points:

1. **Per Diem Allowance**:  
   - For official errands, there is **no entitlement** to a per diem allowance.  
   - For errands lasting **more than eight hours**, the **necessary documented expenses for meals** shall be reimbursed up to the amount of the per diem allowance applicable for an official trip.  
   - If official travelers receive **complimentary meals**, **percent of the per diem** for breakfast and **percent each for lunch and dinner** for a full calendar day shall be **withheld** from the entitled per diem.  
   - This applies **even if meals are provided by a third party** and the charge is included in reimbursable travel, flight, accommodation, or incidental expenses.  
   - If an official traveler does **not avail themselves of the complimentary meals** without a **compelling reason**, the percentages in the previous sentences shall also apply.

2. **Duration of Official Trip**:  
   - The duration of the official trip is determined from the **time of departure from and arrival at the residence**, unless the trip begins or ends at the official premises or the beginning and/or end has been ordered at the official premises.  
   - In the case of **several residences or accommodations**, the one **nearest to the official premises** shall be decisive.

3. **Per Diem and Accommodation Allowance for Official Trips Abroad**:  
   - The per diem and accommodation allowance shall be granted for the **country that the official traveler last reaches before midnight local time**.  
   - If the **domestic territory is reached last before midnight**, **foreign per diem** shall be granted for the **country of the last business location abroad**.

4. **Reduction of Foreign Per Diem**:  
   - If the stay at the same foreign business location (excluding departure and return days) lasts **longer than 7 days**, the **foreign per diem** shall be **reduced by 10%** from the **7th day onward**.  
   - The highest competent authority or its authorized subordinate authority may, in **justified cases**, **waive the reduction**.  
   - Instead of a **lump sum accommodation allowance**, **necessary documented accommodation costs** shall be reimbursed from the **7th day onward**.

5. **Per Diem for Transfer, Secondment, or Termination**:  
   - For official trips on the occasion of a **transfer, secondment, or termination of a secondment**, the **per diem allowance (§ G)** is granted for the period until arrival at the new place of work.  
   - The per diem is granted **until the end of the day of arrival**, if from the following day onward a **separation allowance for staying away** is received; in addition, an **accommodation allowance (§)** is granted.

6. **Scope of Travel Expense Reimbursement**:  
   - The travel expense reimbursement includes:  
     - Reimbursement of **travel and flight costs** (§),  
     - **Mileage allowance** (§),  
     - **Per diem allowance for official trips** (§ G),  
     - Necessary **additional expenses on official errands** (§ G),  
     - **Accommodation allowance** (§),  
     - Reimbursement of **expenses incurred during an extended stay** at the business location (§),  
     - **Expense and lump sum reimbursement** (§ U),  
     - Reimbursement of **other costs** (§).

In summary, per diem allowances are generally granted for official trips, but they are subject to specific conditions, including the duration of the trip, the availability of complimentary meals, and the location of the trip. The rules also specify how per diem and accommodation allowances are determined for official trips abroad and how they are adjusted for extended stays.","For errands lasting more than eight hours, the necessary documented expenses for meals shall be reimbursed up to the amount of the per diem allowance applicable for an official trip.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-1.7B,59,What is the percentage withheld from the entitled per diem allowance in case I receive complimentary meals?,Chunk_27,chunk_27; chunk_24; chunk_26; chunk_75; chunk_35; chunk_48; chunk_31; chunk_55; chunk_25; chunk_2,"The percentage withheld from the entitled per diem allowance in case of receiving complimentary meals is **10%** for breakfast, **20%** for lunch, and **20%** for dinner, for a full calendar day. This applies whether the meals are provided by the official or by a third party, and even if the official does not avail themselves of the complimentary meals without a compelling reason.","20% of the daily per diem will be withheld for breakfast, and 40% each for lunch and dinner if a traveler receives complimentary meals, is provided meals by a third party, or does not avail themselves of complimentary meals without a compelling reason.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-1.7B,60,How is my daily allowance reduced when meals are provided for free?,Chunk_27,chunk_27; chunk_75; chunk_24; chunk_55; chunk_31; chunk_69; chunk_26; chunk_28; chunk_18; chunk_57,"When meals are provided for free in the course of official duties, a percentage of the per diem for breakfast and percentages for lunch and dinner are withheld. Specifically, for a full calendar day, 10% of the per diem is withheld for breakfast, and 15% for lunch and 15% for dinner. This reduction applies whether the meals are provided by the official traveler or by a third party, as long as the charge for those meals is included in the reimbursable travel, flight, accommodation, or incidental expenses. The percentages also apply if the official traveler does not avail themselves of the complimentary meals without a compelling reason.","20% of the daily per diem will be withheld for breakfast, and 40% each for lunch and dinner if a traveler receives complimentary meals, is provided meals by a third party, or does not avail themselves of complimentary meals without a compelling reason.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-1.7B,61,What is the sum received for a necessary overnight stay?,Chunk_28,chunk_28; chunk_74; chunk_29; chunk_30; chunk_31; chunk_41; chunk_12; chunk_55; chunk_32; chunk_27,The sum received for a necessary overnight stay is **€600 domestically** and **€800 abroad**. Higher accommodation costs shall be reimbursed to the necessary extent. An administrative regulation shall determine up to what amount accommodation costs are considered necessary.,"For a necessary overnight stay, official travelers receive a lump sum of 20 euros domestically and 30 euros abroad. Higher accommodation costs shall be reimbursed to the necessary extent.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-1.7B,62,How much money is provided to cover the cost of required overnight accommodations?,Chunk_28,chunk_28; chunk_29; chunk_31; chunk_74; chunk_41; chunk_12; chunk_30; chunk_27; chunk_5; chunk_4,"According to the State Travel Expense Act (LRKG), official travelers are provided with a lump sum of **€600 domestically** and **€800 abroad** for necessary overnight stays. Higher accommodation costs are reimbursed to the necessary extent, but the administrative regulation determines up to what amount is considered necessary.","For a necessary overnight stay, official travelers receive a lump sum of 20 euros domestically and 30 euros abroad. Higher accommodation costs shall be reimbursed to the necessary extent.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-1.7B,63,What happens when the stay at the same external business location lasts longer than seven days?,Chunk_30,chunk_30; chunk_48; chunk_8; chunk_12; chunk_46; chunk_25; chunk_47; chunk_29; chunk_9; chunk_76,"When the stay at the same external business location lasts longer than seven days, from the eighth day onward, the same reimbursement is granted as would be provided in the case of a secondment. All days between the day of arrival and the day of departure are counted as days of stay.","If the stay at the same external business location lasts longer than seven days, from the eighth day onward the same reimbursement is granted as would be provided in the case of a secondment. All days between the day of arrival and the day of departure are counted as days of stay.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-1.7B,64,Could you clarify the implications of a business trip exceeding a week in duration?,Chunk_30,chunk_30; chunk_8; chunk_43; chunk_9; chunk_48; chunk_55; chunk_61; chunk_2; chunk_60; chunk_70,"If a business trip lasts longer than seven days at the same external business location, from the eighth day onward, the reimbursement for expenses is treated as if it were for a secondment. This means that the reimbursement is calculated as if the trip were for a secondment, not as a regular business trip. All days between the day of arrival and the day of departure are counted as days of stay. 

For example, if a trip starts on Day 1 and ends on Day 10, the first seven days are counted as a regular stay, and the remaining three days are treated as a secondment. The reimbursement for these days would be based on the per diem rate applicable to a secondment, not to a regular business trip.","If the stay at the same external business location lasts longer than seven days, from the eighth day onward the same reimbursement is granted as would be provided in the case of a secondment. All days between the day of arrival and the day of departure are counted as days of stay.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-1.7B,65,"For official travel, when would I receive a single expense allowance instead of the usual separate payments for meals and hotels?",Chunk_31,chunk_31; chunk_55; chunk_49; chunk_32; chunk_6; chunk_36; chunk_8; chunk_7; chunk_37; chunk_11,"For official travel, you would receive a single expense allowance instead of the usual separate payments for meals and hotels if you are an official traveler for whom generally lower expenses for meals and accommodation are incurred, and this is determined by the highest competent authority or its authorized subordinate authority. In such cases, the expense allowance is provided in lieu of the per diem, accommodation allowance, and reimbursement of expenses under § , corresponding to the necessary expenses.","Official travelers, for whom generally lower expenses for meals and accommodation are incurred, may, as determined by the highest competent authority or its authorized subordinate authority, be compensated by an expense allowance in lieu of per diem, accommodation allowance, and reimbursement of expenses under § 8, corresponding to the necessary expenses.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-1.7B,66,"Under what circumstances during work travel would I get one payment to cover all costs, rather than being reimbursed individually for things like food and lodging?",Chunk_31,chunk_32; chunk_31; chunk_41; chunk_37; chunk_7; chunk_36; chunk_38; chunk_6; chunk_39; chunk_11,"Under the State Travel Expense Act (LRKG), you would receive a single payment to cover all costs rather than being reimbursed individually for things like food and lodging if you are compensated by an **expense allowance in lieu of per diem, accommodation allowance, and reimbursement of expenses**. This occurs when official travelers, for whom generally lower expenses for meals and accommodation are incurred, are compensated by an expense allowance in lieu of those individual components.","Official travelers, for whom generally lower expenses for meals and accommodation are incurred, may, as determined by the highest competent authority or its authorized subordinate authority, be compensated by an expense allowance in lieu of per diem, accommodation allowance, and reimbursement of expenses under § 8, corresponding to the necessary expenses.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-1.7B,67,When is a lump sum reimbursement granted instead of the travel expense reimbursement?,Chunk_32,chunk_32; chunk_31; chunk_39; chunk_37; chunk_41; chunk_11; chunk_38; chunk_7; chunk_36; chunk_40,"A lump sum reimbursement is granted instead of the travel expense reimbursement when official travelers, for whom generally lower expenses for meals and accommodation are incurred, may be compensated by an expense allowance in lieu of per diem, accommodation allowance, and reimbursement of expenses under §, corresponding to the necessary expenses. This is determined by the highest competent authority or its authorized subordinate authority.","The highest competent authority or its authorized subordinate authority may, for regular or similar official trips, grant a lump sum reimbursement in lieu of the travel expense reimbursement or individual components thereof, which is to be determined based on the average of the individual reimbursements otherwise incurred in a certain period.",v1_Basic_RAG_Prompt,mpnet
